ID,Absatz,Wobei handelt es sich bei Künstlicher Intelligenz? Wird sie ein Segen für die Menschheit sein und intelligente Lösungen komplexer Probleme liefern?
5.749,"Die Propädeutik zu aller schönen Kunst, sofern es auf den höchsten Grad ihrer Vollkommenheit angelegt ist, scheint nicht in Vorschriften, sondern in der Cultur der Gemüthskräfte durch diejenigen Vorkenntnisse zu liegen, welche man humaniora nennt: vermuthlich weil Humanität einerseits das allgemeine Theilnehmungsgefühl, andererseits das Vermögen sich innigst und allgemein mittheilen zu können bedeutet; welche Eigenschaften, zusammen verbunden, die der Menschheit angemessene Geselligkeit ausmachen, wodurch sie sich von der thierischen Eingeschränktheit unterscheidet. Das Zeitalter sowohl als die Völker, in welchen der rege Trieb zur gesetzlichen Geselligkeit, wodurch ein Volk ein dauerndes gemeines Wesen ausmacht, mit den großen Schwierigkeiten rang, welche die schwere Aufgabe, Freiheit (und also auch Gleichheit) mit einem Zwange (mehr der Achtung und Unterwerfung aus Pflicht als Furcht) zu vereinigen, umgeben; ein solches Zeitalter und ein solches Volk mußte die Kunst der wechselseitigen Mittheilung der Ideen des ausgebildetesten Theils mit dem roheren, die Abstimmung der Erweiterung und Verfeinerung der ersteren zur natürlichen Einfalt und Originalität des letzteren und auf diese Art dasjenige Mittel zwischen der höheren Cultur und der genügsamen Natur zuerst erfinden, welches den richtigen, nach keinen allgemeinen Regeln anzugebenden Maßstab auch für den Geschmack, als allgemeinen Menschensinn, ausmacht.",0
7.537,"§ 58. Ob der Welt durch große Genies im Ganzen sonderlich gedient sei, weil sie doch oft neue Wege einschlagen und neue Aussichten eröffnen, oder ob mechanische Köpfe, wenn sie gleich nicht Epoche machten, mit ihrem alltägigen, langsam am Stecken und Stabe der Erfahrung fortschreitenden Verstande nicht das Meiste zum Wachsthum der Künste und Wissenschaften beigetragen haben (indem sie, wenn gleich keiner von ihnen Bewunderung erregte, doch auch keine Unordnung stifteten), mag hier unerörtert bleiben. - Aber ein Schlag von ihnen, Geniemänner (besser Genieaffen) genannt, hat sich unter jenem Aushängeschilde mit eingedrängt, welcher die Sprache außerordentlich von der Natur begünstigter Köpfe führt, das mühsame Lernen und Forschen für stümperhaft erklärt und den Geist aller Wissenschaft mit dem Griffe gehascht zu haben, ihn aber in kleinen Gaben concentrirt und kraftvoll zu reichen vorgiebt. Dieser Schlag ist, wie der der Quacksalber und Marktschreier den Fortschritten in wissenschaftlicher und sittlicher Bildung sehr nachtheilig, wenn er über Religion, Staatsverhältnisse und Moral gleich dem Eingeweihten oder Machthaber vom Weisheitssitze herab im entscheidenden Tone abspricht und so die Armseligkeit des Geistes zu verdecken weiß. Was ist hiewider anders zu thun, als zu lachen und seinen Gang mit Fleiß, Ordnung und Klarheit geduldig fortzusetzen, ohne auf jene Gaukler Rücksicht zu nehmen?",0
8.70,"Das dritte Buch vergleicht den Bau der Pflanzen und Thiere mit der Organisation der Menschen. Wir können ihm hier, da er die Betrachtungen der Naturbeschreiber zu seiner Absicht nutzt, nicht folgen; nur einige Resultate: ""Durch solche und solche Organen erzeugt sich das Geschöpf aus dem todten Pflanzenleben lebendigen Reiz, und aus der Summe dieses, durch feine Canäle geläutert, das Medium der Empfindung. Das Resultat der Reize wird Trieb, das Resultat der Empfindung Gedanke, ein ewiger Fortgang von organischer Schöpfung, der in jedes lebendige Geschöpf gelegt ward."" Der Verfasser rechnet nicht auf Keime, sondern eine organische Kraft, so bei Pflanzen als Thieren. Er sagt: ""So wie die Pflanze selbst organisch Leben ist, ist auch der Polyp organisch Leben. Es sind daher viele organische Kräfte, die der Vegetation, der Muskelreize, der Empfindung. Je mehr und feinere Nerven, je größer das Gehirn, desto verständiger wird die Gattung. Thierseele ist die Summe aller in einer Organisation wirkenden Kräfte,"" und der Instinct nicht eine besondere Naturkraft, sondern die Richtung, die die Natur jenen sämmtlichen Kräften durch ihre Temperatur gab. Je mehr das eine organische Principium der Natur, das wir jetzt bildend (im Stein), jetzt treibend (in Pflanzen), jetzt empfindend, jetzt künstlich bauend nennen und im Grunde nur eine und dieselbe organische Kraft ist, in mehr Werkzeuge und verschiedentliche Glieder vertheilt ist, je mehr es in denselben eine eigene Welt hat, - desto mehr verschwindet der Instinct, und ein eigner freier Gebrauch der Sinne und Glieder (wie etwa beim Menschen) fängt an. Endlich kommt der Autor zu dem wesentlichen Naturunterschiede des Menschen. ""Der aufrechte Gang des Menschen ist ihm einzig natürlich, ja er ist die Organisation zum ganzen Beruf seiner Gattung und sein unterscheidender Charakter.""",0
8.165,"Nächst dem Instinct zur Nahrung, durch welchen die Natur jedes Individuum erhält, ist der Instinct zum Geschlecht, wodurch sie für die Erhaltung jeder Art sorgt, der vorzüglichste. Die einmal rege gewordene Vernunft säumte nun nicht, ihren Einfluß auch an diesem zu beweisen. Der Mensch fand bald: daß der Reiz des Geschlechts, der bei den Thieren bloß auf einem vorübergehenden, größtentheils periodischen Antriebe beruht, für ihn der Verlängerung und sogar Vermehrung durch die Einbildungskraft fähig sei, welche ihr Geschäft zwar mit mehr Mäßigung, aber zugleich dauerhafter und gleichförmiger treibt, je mehr der Gegenstand den Sinnen entzogen wird, und daß dadurch der Überdru verhütet werde, den die Sättigung einer bloß thierischen Begierde bei sich führt. Das Feigenblatt (V. 7) war also das Product einer weit größeren Äußerung der Vernunft, als sie in der ersteren Stufe ihrer Entwickelung bewiesen hatte. Denn eine Neigung dadurch inniglicher und dauerhafter zu machen, daß man ihren Gegenstand den Sinnen entzieht, zeigt schon das Bewußtsein einiger Herrschaft der Vernunft über Antriebe und nicht bloß, wie der erstere Schritt ein Vermögen ihnen im kleineren oder größeren Umfange Dienste zu leisten. Weigerung war das Kunststück, um von bloß empfundenen zu idealischen Reizen, von der bloß thierischen Begierde allmählig zur Liebe und mit dieser vom Gefühl des bloß Angenehmen zum Geschmack für Schönheit anfänglich nur an Menschen, dann aber auch an der Natur überzuführen. Die Sittsamkeit, eine Neigung durch guten Anstand (Verhehlung dessen, was Geringschätzung erregen könnte) andern Achtung gegen uns einzuflößen, als die eigentliche Grundlage aller wahren Geselligkeit, gab überdem den ersten Wink zur Ausbildung des Menschen als eines sittlichen Geschöpfs. - Ein kleiner Anfang, der aber Epoche macht, indem er der Denkungsart eine ganz neue Richtung giebt, ist wichtiger, als die ganze unabsehliche Reihe von darauf folgenden Erweiterungen der Cultur.",0
7.836,"II. Die pragmatische Anlage der Civilisirung durch Cultur, vornehmlich der Umgangseigenschaften, und der natürliche Hang seiner Art, im gesellschaftlichen Verhältnisse aus der Rohigkeit der bloßen Selbstgewalt herauszugehen und ein gesittetes (wenn gleich noch nicht sittliches), zur Eintracht bestimmtes Wesen zu werden, ist nun eine höhere Stufe. Er ist einer Erziehung sowohl in Belehrung als Zucht (Disciplin) fähig und bedürftig. Hier ist nun (mit oder gegen Rousseau) die Frage: ob der Charakter seiner Gattung ihrer Naturanlage nach sich besser bei der Rohigkeit seiner Natur, als bei den Künsten der Cultur, welche kein Ende absehen lassen, befinden werde. - Zuvörderst muß man anmerken: daß bei allen übrigen sich selbst überlassenen Thieren jedes Individuum seine ganze Bestimmung erreicht, bei den Menschen aber allenfalls nur die Gattung: so daß sich das menschliche Geschlecht nur durch Fortschreiten in einer Reihe unabsehlich vieler Generationen zu seiner Bestimmung empor arbeiten kann; wo das Ziel ihm doch immer noch im Prospecte bleibt, gleichwohl aber die Tendenz zu diesem Endzwecke zwar wohl öfters gehemmt, aber nie ganz rückläufig werden kann.",0
3.1064,"Das große Glück, welches die Vernunft vermittelst der Mathematik macht, bringt ganz natürlicher Weise die Vermuthung zuwege, daß es, wo nicht ihr selbst, doch ihrer Methode auch außer dem Felde der Größen gelingen werde, indem sie alle ihre Begriffe auf Anschauungen bringt, die sie a priori geben kann, und wodurch sie, so zu reden, Meister über die Natur wird: da hingegen reine Philosophie mit discursiven Begriffen a priori in der Natur herum pfuscht, ohne die Realität derselben a priori anschauend und eben dadurch beglaubigt machen zu können. Auch scheint es den Meistern in dieser Kunst an dieser Zuversicht zu sich selbst und dem gemeinen Wesen an großen Erwartungen von ihrer Geschicklichkeit, wenn sie sich einmal hiemit befassen sollten, gar nicht zu fehlen. Denn da sie kaum jemals über ihre Mathematik philosophirt haben (ein schweres Geschäfte!), so kommt ihnen der specifische Unterschied des einen Vernunftgebrauchs von dem andern gar nicht in Sinn und Gedanken. Gangbare und empirisch gebrauchte Regeln, die sie von der gemeinen Vernunft borgen, gelten ihnen dann statt Axiomen. Wo ihnen die Begriffe von Raum und Zeit, womit sie sich (als den einzigen ursprünglichen Quantis ) beschäftigen, herkommen mögen, daran ist ihnen gar nichts gelegen; und eben so scheint es ihnen unnütz zu sein, den Ursprung reiner Verstandesbegriffe und hiemit auch den Umfang ihrer Gültigkeit zu erforschen, sondern nur sich ihrer zu bedienen. In allem diesem thun sie ganz recht, wenn sie nur ihre angewiesene Grenze, nämlich die der Natur, nicht überschreiten. So aber geraten sie unvermerkt von dem Felde der Sinnlichkeit auf den unsicheren Boden reiner und selbst transscendentaler Begriffe, wo der Grund ( instabilis tellus, innabilis unda ) ihnen weder zu stehen, noch zu schwimmen erlaubt, und sich nur flüchtige Schritte thun lassen, von denen die Zeit nicht die mindeste Spur aufbehält, da hingegen ihr Gang in der Mathematik eine Heeresstraße macht, welche noch die späteste Nachkommenschaft mit Zuversicht betreten kann.",0
5.750,"Schwerlich wird ein späteres Zeitalter jene Muster entbehrlich machen: weil es der Natur immer weniger nahe sein wird und sich zuletzt, ohne bleibende Beispiele von ihr zu haben, kaum einen Begriff von der glücklichen Vereinigung des gesetzlichen Zwanges der höchsten Cultur mit der Kraft und Richtigkeit der ihren eigenen Werth fühlenden freien Natur in einem und demselben Volke zu machen im Stande sein möchte.",6
9.2290,"Zwei Erfindungen der Menschen kann man wohl als die schwersten ansehen: die der Regierungs- und die der Erziehungskunst nämlich, und doch ist man selbst in ihrer Idee noch streitig.",0
9.113,"Übrigens kleideten die ersten Philosophen alles in Bilder ein. Denn Poesie, die nichts anderes ist als eine Einkleidung der Gedanken in Bilder, ist älter als die Prose. Man mußte sich daher anfangs selbst bei Dingen, die lediglich Objecte der reinen Vernunft sind, der Bildersprache und poetischen Schreibart bedienen. Pherekydes soll der erste prosaische Schriftsteller gewesen sein.",0
9.132,"Ihre Verbesserung in den neueren Zeiten verdankt aber die Philosophie theils dem größeren Studium der Natur, theils der Verbindung der Mathematik mit der Naturwissenschaft. Die Ordnung, welche durch das Studium dieser Wissenschaften im Denken entstand, breitete sich auch über die besonderen Zweige und Theile der eigentlichen Weltweisheit aus. Der erste und größte Naturforscher der neuern Zeit war Baco von Verulam. Er betrat bei seinen Untersuchungen den Weg der Erfahrung und machte auf die Wichtigkeit und Unentbehrlichkeit der Beobachtungen und Versuche zur Entdeckung der Wahrheit aufmerksam. Es ist übrigens schwer zu sagen, von wo die Verbesserung der speculativen Philosophie eigentlich herkommt. Ein nicht geringes Verdienst um dieselbe erwarb sich Descartes, indem er viel dazu beitrug, dem Denken Deutlichkeit zu geben durch sein aufgestelltes Kriterium der Wahrheit, das er in die Klarheit und Evidenz der Erkenntniß setzte.",0
1.1244,"Der Raum, den ich dieser kurzen Betrachtung bestimmt habe, setzt ihrer weiteren Ausführung Schranken. Ich beschließe dieselbe damit, daß ich den Herren, welche mir die Ehre erzeigen, in meinen gringen Vortrag einiges Vertrauen zu setzen, eröffne, daß ich die Naturwissenschaft über des Herrn D. Eberhards erste Gründe der Naturlehre zu erklären gesonnen sei. Meine Absicht ist nichts vorbei zu lassen, was eine gründliche Einsicht in die wichtige Entdeckungen alter und neuer Zeiten befördern kann, und vornehmlich den unendlichen Vorzug, den die letztere durch die glückliche Anwendung der Geometrie vor jenen erhalten haben, in deutlichen und vollständigen Beispielen zu beweisen. Ich fahre fort in der Mathematik Anleitung zu geben und den Lehrbegriff der Weltweisheit mit der Erläuterung der Meyerschen Vernunftlehre zu eröffnen. Ich werde die Metaphysik über das Handbuch des Herrn Prof. Baumgarten vortragen. Die Schwierigkeiten der Dunkelheit, die dieses nützlichste und gründlichste unter allen Handbüchern seiner Art zu umgeben scheinen, werden, wo ich mich nicht zu sehr schmeichle, durch die Sorgfalt des Vortrags und ausführliche schriftliche Erläuterungen gehoben werden. Mich dünkt, es sei mehr als allzu gewiß, daß nicht die Leichtigkeit, sondern die Nützlichkeit den Werth einer Sache bestimmen müsse, und daß, wie ein sinnreicher Schriftsteller sich ausdrückt, die Stoppeln ohne Mühe oben fließend gefunden werden, wer aber Perlen suchen will, in die Tiefe herabsteigen müsse.",0
9.2309,"Die Erziehung ist entweder eine Privat- oder eine öffentliche Erziehung. Letztere betrifft nur die Information, und diese kann immer öffentlich bleiben. Die Ausübung der Vorschriften wird der erstern überlassen. Eine vollständige öffentliche Erziehung ist diejenige, die beides, Unterweisung und moralische Bildung, vereinigt. Ihr Zweck ist: Beförderung einer guten Privaterziehung. Eine Schule, in der dieses geschieht, nennt man ein Erziehungsinstitut. Solcher Institute können nicht viele und die Anzahl der Zöglinge in denselben kann nicht groß sein, weil sie sehr kostbar sind, und ihre bloße Einrichtung schon sehr vieles Geld erfordert. Es verhält sich mit ihnen, wie mit den Armenhäusern und Hospitälern. Die Gebäude, die dazu erfordert werden, die Besoldung der Directoren, Aufseher und Bedienten nehmen schon die Hälfte von dem dazu ausgesetzten Gelde weg, und es ist ausgemacht, daß, wenn man dieses Geld den Armen in ihre Häuser schickte, sie viel besser verpflegt werden würden. Daher ist es auch schwer, daß andere als blos reicher Leute Kinder an solchen Instituten Theil nehmen können.",0
9.1618,"2. Urtheil des Gehöres. Wenn man die Musik der Europäer mit der der Türken, Chineser, Afrikaner vergleicht, so ist die Verschiedenheit ungemein auffallend. Die Chineser, ob sie sich gleich mit der Musik viele Mühe geben, finden doch an der unsrigen kein Wohlgefallen.",0
9.212,"Um aber wahre Popularität zu lernen, muß man die Alten lesen, z. B. Cicero's philosophische Schriften, die Dichter Horaz , Virgil u. s. w., unter den Neuern Hume , Shaftesbury u. a. m. Männer, die alle vielen Umgang mit der verfeinerten Welt gehabt haben, ohne den man nicht populär sein kann. Denn wahre Popularität erfordert viele praktische Welt- und Menschenkenntniß, Kenntniß von den Begriffen, dem Geschmacke und den Neigungen der Menschen, worauf bei der Darstellung und selbst der Wahl schicklicher, der Popularität angemessener Ausdrücke beständige Rücksicht zu nehmen ist. Eine solche Herablassung (Condescendenz) zu der Fassungskraft des Publicums und den gewohnten Ausdrücken, wobei die scholastische Vollkommenheit nicht hintenan gesetzt, sondern nur die Einkleidung der Gedanken so eingerichtet wird, daß man das Gerüst, das Schulgerechte und Technische von jener Vollkommenheit nicht sehen läßt (so wie man mit Bleistift Linien zieht, auf die man schreibt und sie nachher wegwischt), diese wahrhaft populäre Vollkommenheit des Erkenntnisses ist in der That eine große und seltene Vollkommenheit, die von vieler Einsicht in die Wissenschaft zeigt. Auch hat sie außer vielen andern Verdiensten noch dieses, daß sie einen Beweis für die vollständige Einsicht in eine Sache geben kann. Denn die bloß scholastische Prüfung einer Erkenntniß läßt noch den Zweifel übrig: ob die Prüfung nicht einseitig sei, und ob die Erkenntniß selbst auch wohl einen von allen Menschen ihr zugestandenen Werth habe? Die Schule hat ihre Vorurtheile so wie der gemeine Verstand. Eines verbessert hier das andre. Es ist daher wichtig, ein Erkenntniß an Menschen zu prüfen, deren Verstand an keiner Schule hängt.",6
9.2310,"Der Zweck solcher öffentlicher Institute ist: die Vervollkommnung der häuslichen Erziehung. Wenn erst nur die Eltern oder andere, die ihre Mitgehülfen in der Erziehung sind, gut erzogen wären: so könnte der Aufwand der öffentlichen Institute wegfallen. In ihnen sollen Versuche gemacht und Subjecte gebildet werden, und so soll aus ihnen dann eine gute häusliche Erziehung entspringen.",0
2.792,"Die Vorlesung, welche ich ankündige, wird mehr eine nützliche Unterhaltung, als eine mühsame Beschäftigung sein; daher die Untersuchung, womit ich diese Ankündigung begleite, zwar etwas für den Verstand, aber mehr wie ein Spiel desselben, als eine tiefe Nachforschung enthalten wird.",0
8.293,Was soll man hier an Herrn Eberhard bezweifeln: die Einsicht oder die Aufrichtigkeit?,0
9.961,"Mars, der nur 920 Meilen im Durchmesser hält und seinen Umlauf um die Sonne innerhalb 686 Tagen, 23 Stunden und 30 1/2 Minuten zurücklegt, wobei er nur in einer Zeit von 12 Minuten und 22 Secunden das Sonnenlicht erst auffängt.",0
7.178,9. Welchen Ertrag wird der Fortschritt zum Besseren dem Menschengeschlecht abwerfen?,6
7.181,10. in welcher Ordnung allein kann der Fortschritt zum Besseren erwartet werden?,5
9.962,"Jupiter hat einen Durchmesser von 18920 Meilen. Ein Jahr in ihm beträgt eilf unserer gemeinen Jahre, 315 Tage, 14 Stunden, 27 Minuten und 11 Secunden. Das Sonnenlicht bedarf einer Zeit von 42 Minuten 13 Secunden, ehe es diesen Planeten erreicht.",0
9.1555,"Sollte nicht, da nach der Sündfluth der mit Wasser bedeckt gewesene Meeresgrund trocknes Land geworden, der größte Theil seiner Salzigkeit von demselben ausgelaugt sein, dadurch die Salzigkeit des Meeres und die Unfruchtbarkeit des festen Landes entstanden sein würde?",0
4.1167,"Die Materie erfüllt einen Raum, nicht durch ihre bloße Existenz, sondern durch eine besondere bewegende Kraft.",0
3.359,"Bei allem Wechsel der Erscheinungen beharrt die Substanz, und das Quantum derselben wird in der Natur weder vermehrt noch vermindert.",0
9.2293,"Ein Princip der Erziehungskunst, das besonders solche Männer, die Pläne zur Erziehung machen, vor Augen haben sollten, ist: Kinder sollen nicht nur dem gegenwärtigen, sondern dem zukünftig möglichen bessern Zustande des menschlichen Geschlechts, das ist: der Idee der Menschheit und deren ganzer Bestimmung angemessen erzogen werden. Dieses Princip ist von großer Wichtigkeit. Eltern erziehen gemeiniglich ihre Kinder nur so, daß sie in die gegenwärtige Welt, sei sie auch verderbt, passen. Sie sollten sie aber besser erziehen, damit ein zukünftiger besserer Zustand dadurch hervorgebracht werde. Es finden sich hier aber zwei Hindernisse:",6
1.635,"Gebt ihr es, sagt allhier der Freigeist, zu, daß, wenn man nützliche und auf Zwecke abzielende Verfassungen aus den allgemeinsten und einfachsten Naturgesetzen herleiten kann, man keine besondere Regierung einer obersten Weisheit nöthig habe: so sehet hier Beweise, die euch auf eurem eigenen Geständnisse ertappen werden. Die ganze Natur, vornehmlich die unorganisirte, ist voll von solchen Beweisen, die zu erkennen geben, daß die sich selbst durch die Mechanik ihrer Kräfte bestimmende Materie eine gewisse Richtigkeit in ihren Folgen habe und den Regeln der Wohlanständigkeit ungezwungen genug thue. Wenn ein Wohlgesinnter, die gute Sache der Religion zu retten, diese Fähigkeit der allgemeinen Naturgesetze bestreiten will, so wird er sich selbst in Verlegenheit setzen und dem Unglauben durch eine schlechte Vertheidigung Anlaß zu triumphiren geben.",0
9.890,"vermittelst der Handlung in der ganzen Welt ein gleichförmiger Zustand erhalten. Hier wird also angezeigt werden müssen, warum und woher ein Land dasjenige im Überflusse hat, dessen ein anderes entbehren muß. Mehr als irgend etwas hat die Handlung die Menschen verfeinert und ihre gegenseitige Bekanntschaft begründet *).",0
6.147,"Es ist nur eine wahre Religion; aber es kann vielerlei Arten des Glaubens geben. - Man kann hinzusetzen, daß in den mancherlei sich der Verschiedenheit ihrer Glaubensarten wegen von einander absondernden Kirchen dennoch eine und dieselbe wahre Religion anzutreffen sein kann.",0
8.603,"Jene Göttin also ahnen zu können, würde ein Ausdruck sein, der nichts mehr bedeutete als: durch sein moralisches Gefühl zu Pflichtbegriffen geleitet zu werden, ehe man noch die Principien, wovon jenes abhängt, sich hat deutlich machen können; welche Ahnung eines Gesetzes, sobald es durch schulgerechte Behandlung in klare Einsicht übergeht, das eigentliche Geschäft der Philosophie ist, ohne welche jener Ausspruch der Vernunft die Stimme eines Orakels *) , welches allerlei Auslegungen ausgesetzt ist, sein würde.",0
9.2387,"Die moralische Cultur muß sich gründen auf Maximen, nicht auf Disciplin. Diese verhindert die Unarten, jene bildet die Denkungsart. Man muß dahin sehen, daß das Kind sich gewöhne, nach Maximen und nicht nach gewissen Triebfedern zu handeln. Durch Disciplin bleibt nur eine Angewohnheit übrig, die doch auch mit den Jahren verlöscht. Nach Maximen soll das Kind handeln lernen, deren Billigkeit es selbst einsieht. Daß dies bei jungen Kindern schwer zu bewirken, und die moralische Bildung daher auch die meisten Einsichten von Seiten der Eltern und der Lehrer erfordere, sieht man leicht ein. *)",0
6.711,"Noch weniger kann Leibeigenschaft und ihre Rechtmäßigkeit von der Überwältigung eines Volks durch Krieg abgeleitet werden, weil man hiezu einen Strafkrieg annehmen müßte. Am allerwenigsten eine erbliche Leibeigenschaft, die überhaupt absurd ist, weil die Schuld aus jemandes Verbrechen nicht anerben kann.",0
9.99,"In der Mathematik verhält sich die Sache anders. Diese Wissenschaft kann man wohl gewissermaßen lernen, denn die Beweise sind hier so evident, daß ein jeder davon überzeugt werden kann; auch kann sie ihrer Evidenz wegen als eine gewisse und beständige Lehre gleichsam aufbehalten werden.",0
4.904,"Der Grundsatz, der meinen Idealism durchgängig regiert und bestimmt, ist dagegen: ""Alles Erkenntniß von Dingen aus bloßem reinen Verstande oder reiner Vernunft ist nichts als lauter Schein, und nur in der Erfahrung ist Wahrheit.""",6
2.36,"Alles wird in schriftlichen summarischen Aufsätzen, welche zur leichteren Wiederholung dieser ohnedem durch ihre Annehmlichkeit die Aufmerksamkeit genug unterhaltenden Wissenschaft dienen sollen, zusammen gefaßt werden.",0
6.607,Übergang von dem Mein und Dein im Naturzustande zu dem im rechtlichen Zustande überhaupt.,0
9.94,"Der Philosoph muß also bestimmen können 1) die Quellen des menschlichen Wissens, 2) den Umfang des möglichen und nützlichen Gebrauchs alles Wissens und endlich 3) die Grenzen der Vernunft.",6
9.874,"Wir können aber beides, Geschichte und Geographie, auch gleichmäßig eine Beschreibung nennen, doch mit dem Unterschiede, daß erstere eine Beschreibung der Zeit, letztere eine Beschreibung dem Raume nach ist.",0
9.447,"Der Umfang oder die Sphäre eines Begriffes ist um so größer, je mehr Dinge unter ihm stehen und durch ihn gedacht werden können.",0
9.2313,"Wie lange aber soll die Erziehung denn dauern? Bis zu der Zeit, da die Natur selbst den Menschen bestimmt hat, sich selbst zu führen; da der Instinct zum Geschlechte sich bei ihm entwickelt; da er selbst Vater werden kann und selbst erziehen soll: ungefähr bis zu dem sechuehnten Jahre. Nach dieser Zeit kann man wohl noch Hülfsmittel der Cultur gebrauchen und eine versteckte Disciplin ausüben, aber keine ordentliche Erziehung mehr.",0
8.346,"Die Eigenschaften der höchsten Weisheit des Welturhebers, wogegen jene Zweckwidrigkeiten als Einwürfe auftreten, sind also auch drei:",0
9.557,"Anmerkung. Wesentliche und allgemeine Momente eines jeden Theorems sind die Thesis und die Demonstration. Den Unterschied zwischen Theoremen und Corollarien kann man übrigens auch darin setzen, daß diese unmittelbar geschlossen, jene dagegen durch eine Reihe von Folgen aus unmittelbar gewissen Sätzen gezogen werden.",0
9.1602,Die Weiber in dem heißesten Erdstriche zeugen von neun oder zehn Jahren an schon Kinder und hören bereits vor dem 25sten auf.,0
9.395,"Eine Hypothese ist ein Fürwahrhalten des Urtheils von der Wahrheit eines Grundes um der Zulänglichkeit der Folgen willen, oder kürzer; das Fürwahrhalten einer Voraussetzung als Grundes.",0
9.304,"Diejenige Art der Deutlichkeit, die nicht durch Analysis, sondern durch Synthesis der Merkmale entspringt, ist die synthetische Deutlichkeit. Und es ist also ein wesentlicher Unterschied zwischen den beiden Sätzen: Einen deutlichen Begriff machen und einen Begriff deutlich machen.",0
9.12,"Unter Voraussetzung einer solchen Dignität, wie sie einem solchen Princip ohne Zweifel zukommen muß, würde demnach die Logik, so wie jede andre Wissenschaft, der Wissenschaftslehre und deren Principien subordinirt sein müssen.",0
2.34,"3) Das Mineralreich, dessen angenehmste und in den menschlichen Nutzen oder Vergnügen am meisten einfließende Merkwürdigkeiten auf eine historische und philosophische Art durchgegangen werden.",0
9.1232,"1. daß die Berge in einer immerwährenden Kette fortgehen und da nicht auf einmal und hintereinander hohe und niedrige Berge anzutreffen sind, sondern daß dieselben nach und nach zu- und abnehmen;",0
3.114,"I. Zuerst wird es nöthig sein, uns so deutlich als möglich zu erklären, was in Ansehung der Grundbeschaffenheit der sinnlichen Erkenntniß überhaupt unsere Meinung sei, um aller Mißdeutung derselben vorzubeugen.",6
9.606,"Anmerkung 1. Die Metathesis der Urtheile durch die Conversion und die durch die Contraposition sind also in so fern einander entgegengesetzt, als jene bloß die Quantität, diese bloß die Qualität verändert.",6
9.512,1) Wenn der Grund ( antecedens ) wahr ist: so ist auch die durch ihn bestimmte Folge ( consequens ) wahr; heißt der modus ponens .,0
5.35,"Alle materiale praktische Principien sind, als solche, insgesammt von einer und derselben Art und gehören unter das allgemeine Princip der Selbstliebe oder eigenen Glückseligkeit.",0
