ID,Absatz,Gibt es eine Verbindung von einem eindeutig deterministischen Grundansatz mit einer indeterministischen Verteidigung der formellen Zufälligkeit?
4.903,"Der Satz aller ächten Idealisten von der Eleatischen Schule an bis zum Bischof Berkeley ist in dieser Formel enthalten: "" Alle Erkenntniß durch Sinne und Erfahrung ist nichts als lauter Schein, und nur in den Ideen des reinen Verstandes und Vernunft ist Wahrheit. """,
9.634,"In einem jeden kategorischen Vernunftschlusse befinden sich drei Hauptbegriffe ( termini ), nämlich:",
8.564,"Nach einer solchen Abstraction von allem Empirischen, was der Begriff des Staats- und Völkerrechts enthält (dergleichen das Bösartige der menschlichen Natur ist, welches den Zwang nothwendig macht), kann man folgenden Satz die transscendentale Formel des öffentlichen Rechts nennen:",
6.961,"Ist es z. B. zur Zeit der Schwangerschaft - ist es bei der Sterilität des Weibes (Alters oder Krankheit wegen), oder wenn dieses keinen Anreiz dazu bei sich findet, nicht dem Naturzwecke und hiemit auch der Pflicht gegen sich selbst an einem oder dem anderen Theil eben so wie bei der unnatürlichen Wohllust zuwider, von seinen Geschlechtseigenschaften Gebrauch zu machen; oder giebt es hier ein Erlaubnißgesetz der moralisch praktischen Vernunft, welches in der Collision ihrer Bestimmungsgründe etwas an sich zwar Unerlaubtes doch zur Verhütung einer noch größeren Übertretung (gleichsam nachsichtlich) erlaubt macht? - Von wo an kann man die Einschränkung einer weiten Verbindlichkeit zum Purism (einer Pedanterei in Ansehung der Pflichtbeobachtung, was die Weite derselben betrifft) zählen und den thierischen Neigungen mit Gefahr der Verlassung des Vernunftgesetzes einen Spielraum verstatten?",
4.610,Vorerinnerung von dem Eigenthümlichen aller metaphysischen Erkenntniß.,
3.1205,"Unter der Regierung der Vernunft dürfen unsere Erkenntnisse überhaupt keine Rhapsodie, sondern sie müssen ein System ausmachen, in welchem sie allein die wesentlichen Zwecke derselben unterstützen und befördern können. Ich verstehe aber unter einem Systeme die Einheit der mannigfaltigen Erkenntnisse unter einer Idee. Diese ist der Vernunftbegriff von der Form eines Ganzen, so fern durch denselben der Umfang des Mannigfaltigen sowohl, als die Stelle der Theile untereinander a priori bestimmt wird. Der scientifische Vernunftbegriff enthält also den Zweck und die Form des Ganzen, das mit demselben congruirt. Die Einheit des Zwecks, worauf sich alle Theile und in der Idee desselben auch unter einander beziehen, macht, daß ein jeder Theil bei der Kenntniß der übrigen vermißt werden kann, und keine zufällige Hinzusetzung, oder unbestimmte Größe der Vollkommenheit, die nicht ihre a priori bestimmte Grenzen habe, stattfindet. Das Ganze ist also gegliedert ( articulatio ) und nicht gehäuft ( coacervatio ); es kann zwar innerlich ( per intussusceptionem ), aber nicht äußerlich ( per appositionem ) wachsen, wie ein thierischer Körper, dessen Wachsthum kein Glied hinzusetzt, sondern ohne Veränderung der Proportion ein jedes zu seinen Zwecken stärker und tüchtiger macht.",
9.511,Die Form der Verknüpfung in den hypothetischen Urtheilen ist zwiefach: die setzende ( modus ponens ) oder die aufhebende ( modus tollens ).,
9.232,"Dieses zweite, den logischen Zusammenhang eines Erkenntnisses mit Gründen und Folgen betreffende Kriterium der äußerlichen logischen Wahrheit oder der Rationabilität des Erkenntnisses ist positiv. Und hier gelten folgende Regeln:",
4.565,"Gleichwohl kann wider die gemeine Lehrmeinung des physischen Einflusses ein gegründeter kritischer Einwurf gemacht werden. Eine solche vorgegebene Gemeinschaft zwischen zwei Arten von Substanzen, der denkenden und der ausgedehnten, legt einen groben Dualism zum Grunde und macht die letztere, die doch nichts als bloße Vorstellungen des denkenden Subjects sind, zu Dingen, die für sich bestehen. Also kann der mißverstandene physische Einfluß dadurch völlig vereitelt werden, daß man den Beweisgrund desselben als nichtig und erschlichen aufdeckt.",
3.567,"Was unter diesen drei Titeln aller transscendentalen Ideen für modi der reinen Vernunftbegriffe stehen, wird in dem folgenden Hauptstücke vollständig dargelegt werden. Sie laufen am Faden der Kategorien fort. Denn die reine Vernunft bezieht sich niemals geradezu auf Gegenstände, sondern auf die Verstandesbegriffe von denselben. Eben so wird sich auch nur in der völligen Ausführung deutlich machen lassen, wie die Vernunft lediglich durch den synthetischen Gebrauch eben derselben Function, deren sie sich zum kategorischen Vernunftschlusse bedient, nothwendiger Weise auf den Begriff der absoluten Einheit des denkenden Subjects kommen müsse, wie das logische Verfahren in hypothetischen die Idee vom Schlechthin-Unbedingten in einer Reihe gegebener Bedingungen, endlich die bloße Form des disjunctiven Vernunftschlusses den höchsten Vernunftbegriff von einem Wesen aller Wesen nothwendiger Weise nach sich ziehen müsse: ein Gedanke, der beim ersten Anblick äußerst paradox zu sein scheint.",
4.485,"Was unter diesen drei Titeln aller transscendentalen Ideen für modi der reinen Vernunftbegriffe stehen, wird in dem folgenden Hauptstücke vollständig dargelegt werden. Sie laufen am Faden der Kategorien fort. Denn die reine Vernunft bezieht sich niemals gerade zu auf Gegenstände, sondern auf die Verstandesbegriffe von denselben. Eben so wird sich auch nur in der völligen Ausführung deutlich machen lassen, wie die Vernunft lediglich durch den synthetischen Gebrauch eben derselben Function, deren sie sich zum kategorischen Vernunftschlusse bedient, nothwendiger Weise auf den Begriff der absoluten Einheit des denkenden Subjects kommen müsse, wie das logische Verfahren in hypothetischen die Idee vom Schlechthin Unbedingten in einer Reihe gegebener Bedingungen, endlich die bloße Form des disjunctiven Vernunftschlusses den höchsten Vernunftbegriff von einem Wesen aller Wesen nothwendiger Weise nach sich ziehen müsse, ein Gedanke, der beim ersten Anblick äußerst paradox zu sein scheint.",
6.545,"Nach diesen Grundsätzen der logischen (rationalen) Eintheilung giebt es nun eigentlich nur drei einfache und reine Vertragsarten, der vermischten aber und empirischen, welche zu den Principien des Mein und Dein nach bloßen Vernunftgesetzen noch statutarische und conventionelle hinzuthun, giebt es unzählige, sie liegen aber außerhalb dem Kreise der metaphysischen Rechtslehre, die hier allein verzeichnet werden soll.",
5.306,V. Das Princip der formalen Zweckmäßigkeit der Natur ist ein transscendentales Princip der Urtheilskraft.,
4.517,"Nun ist es aber auch unmöglich, diese nothwendige Einheit des Subjects als die Bedingung der Möglichkeit eines jeden Gedankens aus der Erfahrung abzuleiten. Denn diese giebt keine Nothwendigkeit zu erkennen, geschweige daß der Begriff der absoluten Einheit weit über ihre Sphäre ist. Woher nehmen wir denn diesen Satz, worauf sich der ganze psychologische Vernunftschluß stützt?",
5.817,Die erste Maxime derselben ist der Satz: alle Erzeugung materieller Dinge und ihrer Formen muß als nach bloß mechanischen Gesetzen möglich beurtheilt werden.,
9.632,"Das Unterscheidende unter den drei gedachten Arten von Vernunftschlüssen liegt im Obersatze. In kategorischen Vernunftschlüssen ist der Major ein kategorischer, in hypothetischen ist er ein hypothetischer oder problematischer, und in disjunctiven ein disjunctiver Satz.",
2.464,"Da in der phlegmatischen Mischung keine Ingredienzien vom Erhabenen oder Schönen in sonderlich merklichem Grade hineinzukommen pflegen, so gehört diese Gemüthseigenschaft nicht in den Zusammenhang unserer Erwägungen.",
9.753,"Eine Definition ist ein zureichend deutlicher und abgemessener Begriff ( conceptus rei adaequatus in minimis terminis, complete determinatus ).",
9.153,"Auf den hier angegebenen Unterschied zwischen intuitiven und discursiven Erkenntnissen, oder zwischen Anschauungen und Begriffen gründet sich die Verschiedenheit der ästhetischen und der logischen Vollkommenheit des Erkenntnisses.",
7.523,"Der Witz ist entweder der vergleichende ( ingenium comparans ), oder der vernünftelnde Witz ( ingenium argutans ). Der Witz paart (assimilirt) heterogene Vorstellungen, die oft nach dem Gesetze der Einbildungskraft (der Association) weit auseinander liegen, und ist ein eigenthümliches Verähnlichungsvermögen, welches dem Verstande (als dem Vermögen der Erkenntniß des Allgemeinen), so fern er die Gegenstände unter Gattungen bringt, angehört. Er bedarf nachher der Urtheilskraft, um das Besondere unter dem Allgemeinen zu bestimmen und das Denkungsvermögen zum erkennen anzuwenden. - Witzig (im Reden oder Schreiben) zu sein, kann durch den Mechanism der Schule und ihren Zwang nicht erlernt werden, sondern gehört, als ein besonderes Talent, zur Liberalität der Sinnesart in der wechselseitigen Gedankenmittheilung ( veniam damus petimusque vicissim ); einer schwer zu erklärenden Eigenschaft des Verstandes überhaupt - gleichsam seiner Gefälligkeit - , die mit der Strenge der Urtheilskraft ( iudicium discretivum ) in der Anwendung des Allgemeinen auf das Besondere (der Gattungsbegriffe auf die der Species) contrastirt, als welche das Assimilationsvermögen sowohl, als auch den Hang dazu einschränkt.",
3.801,I. Auflösung der kosmologischen Idee von der Totalität der Zusammensetzung der Erscheinungen zu einem Weltganzen.,
3.745,Dies ist der Gegensatz des Epikureisms *) gegen den Platonism.,
3.1103,Von der Unmöglichkeit einer sceptischen Befriedigung der mit sich selbst veruneinigten reinen Vernunft.,
8.349,"Drittens die Gerechtigkeit desselben als Richters in Vergleichung mit dem Übelstande, den das Mißverhältniß zwischen der Straflosigkeit der Lasterhaften und ihren Verbrechen in der Welt zu zeigen scheint *) .",
8.497,"Wenn aber nach aufgeklärten Begriffen der Staatsklugheit in beständiger Vergrößerung der Macht, durch welche Mittel es auch sei, die wahre Ehre des Staats gesetzt wird, so fällt freilich jenes Urtheil als schulmäßig und pedantisch in die Augen.",
3.855,IV. Auflösung der kosmologischen Idee von der Totalität der Abhängigkeit der Erscheinungen ihrem Dasein nach überhaupt.,
1.436,"Denjenigen Zustand, da die Kraft des Körpers zwar noch nicht lebendig ist, aber doch dazu fortschreitet, nenne ich die Lebendigwerdung oder Vivification derselben.",
9.131,"Endlich verschwand die Cultur auch bei den Römern und es entstand Barbarei, bis die Araber im 6ten und 7ten Jahrhundert anfingen, sich auf die Wissenschaften zu legen und den Aristoteles wieder in Flor zu bringen. Nun kamen also die Wissenschaften im Occident wieder empor und insbesondere das Ansehen des Aristoteles, dem man aber auf eine sklavische Weise folgte. Im 11ten und 12ten Jahrhundert traten die Scholastiker auf; sie erläuterten den Aristoteles und trieben seine Subtilitäten ins Unendliche. Man beschäftigte sich mit nichts als lauter Abstractionen. Diese scholastische Methode des After-Philosophirens wurde zur Zeit der Reformation verdrängt, und nun gab es Eklektiker in der Philosophie, d. i. solche Selbstdenker, die sich zu keiner Schule bekannten, sondern die Wahrheit suchten und annahmen, wo sie sie fanden.",
4.890,"Nur zwei Dinge muß ich im Fall, daß die Ausforderung angenommen wird, verbitten: erstlich das Spielwerk von Wahrscheinlichkeit und Muthmaßung, welches der Metaphysik eben so schlecht ansteht als der Geometrie; zweitens die Entscheidung vermittelst der Wünschelruthe des so genannten gesunden Menschenverstandes, die nicht jedermann schlägt, sondern sich nach persönlichen Eigenschaften richtet.",
6.338,Die guten oder schlimmen Folgen einer schuldigen Handlung - imgleichen die Folgen der Unterlassung einer verdienstlichen können dem Subject nicht zugerechnet werden ( modus imputationis tollens ).,
9.2308,"Die erste Epoche bei dem Zöglinge ist die, da er Unterwürfigkeit und einen passiven Gehorsam beweisen muß; die andere, da man ihm schon einen Gebrauch von der Überlegung und seiner Freiheit, doch unter Gesetzen machen läßt. In der ersten ist ein mechanischer, in der andern ein moralischer Zwang.",
9.393,"In der Mathematik und Physik findet der Skepticism nicht statt. Nur diejenige Erkenntniß hat ihn veranlassen können, die weder mathematisch noch empirisch ist: die rein philosophische. Der absolute Skepticism giebt alles für Schein aus. Er unterscheidet also Schein von Wahrheit und muß mithin doch ein Merkmal des Unterschiedes haben, folglich ein Erkenntniß der Wahrheit voraussetzen, wodurch er sich selbst widerspricht.",
6.384,"Da es nun in Ansehung des angebornen, mithin inneren Mein und Dein keine Rechte, sondern nur Ein Recht giebt, so wird diese Obereintheilung als aus zwei dem Inhalte nach äußerst ungleichen Gliedern bestehend in die Prolegomenen geworfen und die Eintheilung der Rechtslehre bloß auf das äußere Mein und Dein bezogen werden können.",
9.416,"An jedem Begriffe ist Materie und Form zu unterscheiden. Die Materie der Begriffe ist der Gegenstand, die Form derselben die Allgemeinheit.",
9.1492,"Es scheint dieses Gesetz vom Lauf der Sonne herzurühren, denn der Nordwind schlägt natürlicher Weise in einen Nordostwind aus, allein wenn ihm die südliche Luft endlich widersteht, so wird er völlig östlich; dann fängt die Luft aus Süden an zurückzugehen und wird durch die Verbindung mit dem Ostwinde erstlich Südost, dann völlig südlich, dann nach dem oben angeführten Gesetze Südwest, dann durch den Widerstand der nördlichen Luft völlig West.",
1.1211,"Ein größerer Grad der Hitze, der auf eine Luftgegend mehr als auf eine andere wirkt, macht einen Wind nach dieser erhitzten Luftgegend hin, der so lange anhält, als die vorzügliche Wärme der Gegend fortdauert.",
3.638,"Die Fragen, welche bei einer solchen Dialektik der reinen Vernunft sich natürlich darbieten, sind also: 1. Bei welchen Sätzen denn eigentlich die reine Vernunft einer Antinomie unausbleiblich unterworfen sei. 2. Auf welchen Ursachen diese Antinomie beruhe. 3. Ob und auf welche Art dennoch der Vernunft unter diesem Widerspruch ein Weg zur Gewißheit offen bleibe.",
4.263,"Auf solche Weise sind synthetische Urtheile a priori möglich, wenn wir die formale Bedingungen der Anschauung a priori, die Synthesis der Einbildungskraft und die nothwendige Einheit derselben in einer transscendentalen Apperception, auf ein mögliches Erfahrungserkenntniß überhaupt beziehen und sagen: die Bedingungen der Möglichkeit der Erfahrung überhaupt sind zugleich Bedingungen der Möglichkeit der Gegenstände der Erfahrung und haben darum objective Gültigkeit in einem synthetischen Urtheile a priori.",
9.52,"Sie kann keine Wissenschaft des speculativen Verstandes sein. Denn als eine Logik des speculativen Erkenntnisses oder des speculativen Vernunftgebrauchs wäre sie ein Organon andrer Wissenschaften und keine bloße Propädeutik, die auf allem möglichen Gebrauch des Verstandes und der Vernunft gehen soll.",
1.974,"PROP. VII. Datur ens, cuius exsistentia praevertit ipsam et ipsius et omnium rerum possibilitatem, quod ideo absolute necessario exsistere dicitur. Vocatur Deus.",
1.1018,"PROP. XII. Nulla substantiis accidere potest mutatio, nisi quatenus cum aliis connexae sunt, quarum dependentia reciproca mutuam status mutationem determinat.",
4.788,Der <!--START: not in TOC--> transscendentalen <!--END: not in TOC--> Hauptfrage Dritter Theil. Wie ist Metaphysik überhaupt möglich?,
8.134,"I. Nur das, was in einer Thiergattung anerbt, kann zu einem Klassen Unterschiede in derselben berechtigen.",
3.67,<!--START: not in TOC--> Kritik der reinen Vernunft. <!--END: not in TOC--> I. Transscendentale Elementarlehre.,
4.46,<!--START: not in TOC--> Kritik der reinen Vernunft. <!--END: not in TOC--> I. Transscendentale Elementarlehre.,
4.264,<!--START: not in TOC--> Des Systems der Grundsätze des reinen Verstandes <!--END: not in TOC--> Dritter Abschnitt. Systematische Vorstellung aller synthetischen Grundsätze desselben.,
5.871,§ 78. Von der Vereinigung des Princips des allgemeinen Mechanismus der Materie mit dem teleologischen in der Technik der Natur.,
